Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Rate,Min Negotiated Rate,Max Negotiated Rate
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,3233.76,3233.76,11818.11
NYEE,MERITAIN HEALTH Aetna Choice POS II,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,9380,3233.76,11818.11
NYEE,NYSDOH,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,3499.24,3233.76,11818.11
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,8281.89,3233.76,11818.11
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,5534.79,3233.76,11818.11
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,4254.12,3233.76,11818.11
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,3654.15,3233.76,11818.11
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,3654.15,3233.76,11818.11
NYEE,"WELLCARE OF NEW YORK, INC",60220,Unilateral total thyroid lobectomy,Not Applicable,100% of Medicare,4856.26,3233.76,11818.11
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,60225,"Unilateral total thyroid lobectomy with contralateral subtotal lobectomy, including isthmusectomy",Not Applicable,100% of Medicare,3233.76,3233.76,3233.76
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,60225,"Unilateral total thyroid lobectomy with contralateral subtotal lobectomy, including isthmusectomy",Not Applicable,100% of Medicare,3233.76,3233.76,3233.76
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,60240,Complete thyroidectomy,Not Applicable,100% of Medicare,3233.76,3233.76,3880.51
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,60240,Complete thyroidectomy,Not Applicable,100% of Medicare,3233.76,3233.76,3880.51
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,60240,Complete thyroidectomy,Not Applicable,100% of Medicare,3233.76,3233.76,3880.51
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,60252,Subtotal thyroidectomy for malignancy with limited neck dissection,Not Applicable,100% of Medicare,13352.93,5348.88,13352.93
NYEE,BCBS FEP,60252,Subtotal thyroidectomy for malignancy with limited neck dissection,Not Applicable,100% of Medicare,5348.88,5348.88,13352.93
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,60280,Excision of thyroglossal duct cyst,Not Applicable,100% of Medicare,3233.76,3233.76,7584
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,60280,Excision of thyroglossal duct cyst,Not Applicable,100% of Medicare,7584,3233.76,7584
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,60500,Exploration of parathyroid,Not Applicable,100% of Medicare,3880.51,3880.51,3880.51
NYEE,AETNA AETNA CHOICE  POS II NET 00357,61590,"Infratemporal preauricular approach to middle cranial fossa with disarticulation of mandible, parotidectomy, craniotomy, and decompression and mobilization of facial nerve",Not Applicable,100% of Medicare,7725.25,7725.25,7725.25
NYEE,AETNA AETNA CHOICE  POS II NET 00357,61605,Excision of extradural infectious lesion of infratemporal fossa,Not Applicable,100% of Medicare,3862.63,3862.63,3862.63
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,61618,Secondary repair of dura for cerebrospinal fluid leak in anterior cranial fossa using free tissue graft,Not Applicable,100% of Medicare,834.56,834.56,834.56
NYEE,AETNA AETNA CHOICE  POS II NET 00357,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,794.27,341.5,2650.28
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,897.87,341.5,2650.28
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,514.16,341.5,2650.28
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,2522.04,341.5,2650.28
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,341.5,341.5,2650.28
NYEE,AETNA HMO NET 01960,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,1266.23,341.5,2650.28
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,965.57,341.5,2650.28
NYEE,AETNA OPEN CHOICE NET 00391,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,494.98,341.5,2650.28
NYEE,EH FACET EFT,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,1232,341.5,2650.28
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,889.5,341.5,2650.28
NYEE,GHI FACETS,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,2118,341.5,2650.28
NYEE,MERITAIN HEALTH Aetna Choice POS II,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,1164.19,341.5,2650.28
NYEE,OSCAR INSURANCE CORPORATION,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,2185.45,341.5,2650.28
NYEE,UNITED HEALTHCARE INS. CO.,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,1047.05,341.5,2650.28
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,1337.78,341.5,2650.28
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,61782,Stereotactic computer-assisted cranial extradural procedure,Not Applicable,100% of Medicare,2650.28,341.5,2650.28
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,744.18,284.05,2504
NYEE,AETNA ELITE PPO NET 03397,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,475.7,284.05,2504
NYEE,AFFINITY HEALTH PLAN,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,790.44,284.05,2504
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,2504,284.05,2504
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,556.61,284.05,2504
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,513.42,284.05,2504
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,318.82,284.05,2504
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,463.84,284.05,2504
NYEE,HUMANA INC. MEDICARE ADVANTAGE HMO,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,391.14,284.05,2504
NYEE,METROPLUS HEALTH PLAN,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,485.43,284.05,2504
NYEE,NYSDOH,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,589.8,284.05,2504
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,317.13,284.05,2504
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,64612,CHEMODENERV MUSCLE/FACIAL NERV,1150.42,$316.64 ,284.05,284.05,2504
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65093,Evisceration of ocular contents with insertion of implant,Not Applicable,100% of Medicare,2151.99,2151.99,3664.79
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD NO COPAY,65093,Evisceration of ocular contents with insertion of implant,Not Applicable,100% of Medicare,2431.75,2151.99,3664.79
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,65093,Evisceration of ocular contents with insertion of implant,Not Applicable,100% of Medicare,3664.79,2151.99,3664.79
NYEE,AETNA PREMIER PPO NET 03397,65101,Enucleation of eye,Not Applicable,100% of Medicare,3664.79,3664.79,3664.79
NYEE,AETNA MPPR ADV PLAN NET 03397,65103,Enucleation of eye with insertion of implant,Not Applicable,100% of Medicare,3664.79,3664.79,3829.71
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,65103,Enucleation of eye with insertion of implant,Not Applicable,100% of Medicare,3829.71,3664.79,3829.71
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,65105,Enucleation of eye with insertion of implant with muscle attachment,Not Applicable,100% of Medicare,2151.99,2151.99,2151.99
NYEE,UMR MOUNT SINAI HEALTH SYSTEM,65205,"REM FB,CONJUNCTIVA;SUPERFICIAL",479.18,$135.73 ,234.25,133.53,234.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,65205,"REM FB,CONJUNCTIVA;SUPERFICIAL",479.18,$135.73 ,133.53,133.53,234.25
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",65210,REMOVAL FB CONJUNCTIVAL EMBEDD,1597.91,$327.61 ,90.88,89.07,90.88
NYEE,METROPLUS HEALTH PLAN,65210,REMOVAL FB CONJUNCTIVAL EMBEDD,1597.91,$327.61 ,89.07,89.07,90.88
NYEE,AETNA AETNA CHOICE  POS II NET 00357,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,1021.45,97.74,3606.83
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,1021.44,97.74,3606.83
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,3606.83,97.74,3606.83
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,1297,97.74,3606.83
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,109.06,97.74,3606.83
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,97.74,97.74,3606.83
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,127.23,97.74,3606.83
NYEE,METROPLUS ESSENTIAL PLAN,65220,"CORNEAL,WITHOUT SLIT LAMP",1597.91,$327.61 ,109.06,97.74,3606.83
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,367.73,30.74,1350.89
NYEE,EH FACET EFT,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,110.71,30.74,1350.89
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,1350.89,30.74,1350.89
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,90.88,30.74,1350.89
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,30.74,30.74,1350.89
NYEE,METROPLUS ESSENTIAL PLAN,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,117.28,30.74,1350.89
NYEE,METROPLUS HEALTH PLAN,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,89.07,30.74,1350.89
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,65222,"CORNEAL,WITH SLIT LAMP",479.18,$135.73 ,90.88,30.74,1350.89
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65265,Removal of foreign body from posterior segment of eye,Not Applicable,100% of Medicare,522.97,522.97,522.97
NYEE,AETNA AETNA CHOICE  POS II NET 00357,65280,Repair of perforating laceration of cornea (not involving uveal tissue),Not Applicable,100% of Medicare,4632.96,4186.8,4632.96
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,65280,Repair of perforating laceration of cornea (not involving uveal tissue),Not Applicable,100% of Medicare,4186.8,4186.8,4632.96
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65285,Repair of perforating laceration of cornea with reposition of uveal tissue,Not Applicable,100% of Medicare,3489,3419.22,4474.93
NYEE,METROPLUS ENHANCED (HARP),65285,Repair of perforating laceration of cornea with reposition of uveal tissue,Not Applicable,100% of Medicare,3419.22,3419.22,4474.93
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,65285,Repair of perforating laceration of cornea with reposition of uveal tissue,Not Applicable,100% of Medicare,4474.93,3419.22,4474.93
NYEE,AETNA AETNA CHOICE  POS II NET 00357,65286,APPLICATION OF TISSUE GLUE,8885.77,"$2,520.77 ",1803.41,1616.12,2329.95
NYEE,METROPLUS ENHANCED (HARP),65286,APPLICATION OF TISSUE GLUE,8885.77,"$2,520.77 ",1616.12,1616.12,2329.95
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,65286,APPLICATION OF TISSUE GLUE,8885.77,"$2,520.77 ",2329.95,1616.12,2329.95
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MEDICARECOMPLETE CHOICEPL1,65286,APPLICATION OF TISSUE GLUE,8885.77,"$2,520.77 ",2206.94,1616.12,2329.95
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65400,Excision of lesion of cornea (except pterygium),Not Applicable,100% of Medicare,1862.51,1862.51,4788.45
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,65400,Excision of lesion of cornea (except pterygium),Not Applicable,100% of Medicare,4788.45,1862.51,4788.45
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES OPT/PPO,65400,Excision of lesion of cornea (except pterygium),Not Applicable,100% of Medicare,2533.34,1862.51,4788.45
NYEE,AETNA AETNA CHOICE  POS II NET 00357,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,4632.96,2122.97,5348.88
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,4632.96,2122.97,5348.88
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,4730.53,2122.97,5348.88
NYEE,AFFINITY HEALTH PLAN,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2579.32,2122.97,5348.88
NYEE,BCBS FEP,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,5348.88,2122.97,5348.88
NYEE,EH FACET EFT,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,3429.7,2122.97,5348.88
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2267.98,2122.97,5348.88
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2122.97,2122.97,5348.88
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2947.8,2122.97,5348.88
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,METROPLUS ESSENTIAL PLAN,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,METROPLUS HEALTH PLAN,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2407.37,2122.97,5348.88
NYEE,METROPLUS HEALTH PLAN - HHC,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2407.37,2122.97,5348.88
NYEE,NYSDOH,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,OSCAR INSURANCE CORPORATION,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,4100,2122.97,5348.88
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,5127,2122.97,5348.88
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2456.5,2122.97,5348.88
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2370.04,2122.97,5348.88
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2775.85,2122.97,5348.88
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2775.85,2122.97,5348.88
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS NO COPAY,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2775.85,2122.97,5348.88
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2239.13,2122.97,5348.88
NYEE,WELLCARE OF NEW YORK INC,65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2530.2,2122.97,5348.88
NYEE,"WELLCARE OF NEW YORK, INC",65426,Excision of pterygium with graft,Not Applicable,100% of Medicare,2433.11,2122.97,5348.88
NYEE,METROPLUS ENHANCED (HARP),65430,"SCRAPG CORNEA,DX SMEAR",1597.91,$327.61 ,202.36,202.36,202.36
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",65435,Removal of corneal epithelium,Not Applicable,100% of Medicare,1862.51,1862.51,1862.51
NYEE,AETNA AETNA CHOICE  POS II NET 00357,65436,Removal of corneal epithelium with application of chelating agent,Not Applicable,100% of Medicare,3482.13,1862.51,5678.83
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,65436,Removal of corneal epithelium with application of chelating agent,Not Applicable,100% of Medicare,5637.32,1862.51,5678.83
NYEE,AETNA OPEN CHOICE NET 00391,65436,Removal of corneal epithelium with application of chelating agent,Not Applicable,100% of Medicare,5678.83,1862.51,5678.83
NYEE,NYSDOH,65436,Removal of corneal epithelium with application of chelating agent,Not Applicable,100% of Medicare,1862.51,1862.51,5678.83
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,65436,Removal of corneal epithelium with application of chelating agent,Not Applicable,100% of Medicare,1862.51,1862.51,5678.83
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,4730.53,3419.22,4730.53
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,4239.39,3419.22,4730.53
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,4179.13,3419.22,4730.53
NYEE,EH FACET EFT,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3489,3419.22,4730.53
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,4474.93,3419.22,4730.53
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3489,3419.22,4730.53
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3489,3419.22,4730.53
NYEE,GOLDCARE II,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3419.22,3419.22,4730.53
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3489,3419.22,4730.53
NYEE,HUMANA INC. MEDICARE ADVANTAGE PPO,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,4564.43,3419.22,4730.53
NYEE,METROPLUS ENHANCED (HARP),65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3419.22,3419.22,4730.53
NYEE,METROPLUS HEALTH PLAN,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3419.22,3419.22,4730.53
NYEE,NYSDOH,65730,Penetrating corneal transplant,Not Applicable,100% of Medicare,3489,3419.22,4730.53
