Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Charge,Minimum Negotiated Charge,Maximum Negotiated Charge
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,21552,"Excision of subcutaneous tumor of soft tissue of anterior thorax, 3.0 cm or more",Not Applicable,100% of Medicare,5076.62,787.77,5076.62
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",21552,"Excision of subcutaneous tumor of soft tissue of anterior thorax, 3.0 cm or more",Not Applicable,100% of Medicare,2845.44,787.77,5076.62
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,21552,"Excision of subcutaneous tumor of soft tissue of anterior thorax, 3.0 cm or more",Not Applicable,100% of Medicare,787.77,787.77,5076.62
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,21554,"Excision of intramuscular tumor of soft tissue of anterior thorax, 5.0 cm or more",Not Applicable,100% of Medicare,2032.46,2032.46,2032.46
MSQ,NYSDOH,21554,"Excision of intramuscular tumor of soft tissue of anterior thorax, 5.0 cm or more",Not Applicable,100% of Medicare,2032.46,2032.46,2032.46
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,21555,"Excision of subcutaneous tumor of soft tissue of anterior thorax, less than 3.0 cm",Not Applicable,100% of Medicare,2032.46,1478.52,2032.46
MSQ,WELLCARE OF NEW YORK INC,21555,"Excision of subcutaneous tumor of soft tissue of anterior thorax, less than 3.0 cm",Not Applicable,100% of Medicare,1478.52,1478.52,2032.46
MSQ,METROPLUS ESSENTIAL PLAN,21556,"Excision of intramuscular tumor of soft tissue of anterior thorax, less than 5.0 cm",Not Applicable,100% of Medicare,1848.16,1848.16,2296.68
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,21556,"Excision of intramuscular tumor of soft tissue of anterior thorax, less than 5.0 cm",Not Applicable,100% of Medicare,2296.68,1848.16,2296.68
MSQ,UNITEDHEALTHCARE SERVICES INC AND VERIZON,21920,Biopsy of superficial soft tissue of back,Not Applicable,100% of Medicare,1579.68,1579.68,1579.68
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,21930,"Excision of subcutaneous tumor of soft tissue of back, less than 3.0 cm",Not Applicable,100% of Medicare,1210.04,1210.04,1722.55
MSQ,METROPLUS ESSENTIAL PLAN,21930,"Excision of subcutaneous tumor of soft tissue of back, less than 3.0 cm",Not Applicable,100% of Medicare,1722.55,1210.04,1722.55
MSQ,METROPLUS HEALTH PLAN,21930,"Excision of subcutaneous tumor of soft tissue of back, less than 3.0 cm",Not Applicable,100% of Medicare,1262.21,1210.04,1722.55
MSQ,"WELLCARE OF NEW YORK, INC",21930,"Excision of subcutaneous tumor of soft tissue of back, less than 3.0 cm",Not Applicable,100% of Medicare,1656.89,1210.04,1722.55
MSQ,1199SEIU NATIONAL BENEFIT FUND,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1796,1236.3,5168
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1608.63,1236.3,5168
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,3558,1236.3,5168
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1513.85,1236.3,5168
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1261.54,1236.3,5168
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1766.16,1236.3,5168
MSQ,METROPLUS ESSENTIAL PLAN,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1261.54,1236.3,5168
MSQ,METROPLUS HEALTH PLAN,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1236.3,1236.3,5168
MSQ,NYSDOH,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1261.54,1236.3,5168
MSQ,UMR,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,2605.29,1236.3,5168
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,5168,1236.3,5168
MSQ,WELLCARE OF NEW YORK INC,21931,"Excision of subcutaneous tumor of soft tissue of back, 3.0 cm or more",Not Applicable,100% of Medicare,1734.62,1236.3,5168
MSQ,METROPLUS HEALTH PLAN,21932,"Excision of intramuscular tumor of soft tissue of back, less than 5.0 cm",Not Applicable,100% of Medicare,1236.3,1236.3,4480.18
MSQ,OSCAR INSURANCE CORPORATION,21932,"Excision of intramuscular tumor of soft tissue of back, less than 5.0 cm",Not Applicable,100% of Medicare,4480.18,1236.3,4480.18
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",21933,"Excision of intramuscular tumor of soft tissue of back, 5.0 cm or more",Not Applicable,100% of Medicare,1261.54,1261.54,1338.37
MSQ,WELLCARE OF NEW YORK INC,21933,"Excision of intramuscular tumor of soft tissue of back, 5.0 cm or more",Not Applicable,100% of Medicare,1338.37,1261.54,1338.37
MSQ,AETNA ELITE PPO NET 03397,22511,PERQ LUMBOSACRAL INJECTION,4500,"$3,431.58 ",1069.95,1069.95,2134.5
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,22511,PERQ LUMBOSACRAL INJECTION,4500,"$3,431.58 ",2134.5,1069.95,2134.5
MSQ,EMBLEMHEALTH - HIP VIP PRIME,22513,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",13947.16,6954.52,13947.16
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,22513,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",8456,6954.52,13947.16
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,22513,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",6954.52,6954.52,13947.16
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 2,22513,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",7010.61,6954.52,13947.16
MSQ,EMBLEMHEALTH - HIP VIP PRIME,22514,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",7010.61,295,13947.16
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,22514,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",7010.61,295,13947.16
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,22514,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",13247.52,295,13947.16
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,22514,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",10478.89,295,13947.16
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,22514,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",295,295,13947.16
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 2,22514,PERQ VERTEBRAL AUGMENTATION,10000,"$7,595.63 ",13947.16,295,13947.16
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,22515,PERQ VERTEB AUGMENTATION ADD,7500,100% of Medicare,4228,4228,4228
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,22899,SPINE SURGERY PROCEDURE UNLIS,3235,$249.98 ,3560.08,3560.08,3560.08
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,23071,"Excision of subcutaneous tumor of soft tissue of shoulder area, 3.0 cm or more",Not Applicable,100% of Medicare,3254,1513.85,3254
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,23071,"Excision of subcutaneous tumor of soft tissue of shoulder area, 3.0 cm or more",Not Applicable,100% of Medicare,1513.85,1513.85,3254
MSQ,METROPLUS HEALTH PLAN,23073,"Excision of intramuscular tumor of soft tissue of shoulder area, 5.0 cm or more",Not Applicable,100% of Medicare,2717.65,2717.65,2717.65
MSQ,METROPLUS ENHANCED (HARP),23130,Partial acromionectomy,Not Applicable,100% of Medicare,2496.57,2496.57,2496.57
MSQ,METROPLUS HEALTH PLAN,23130,Partial acromionectomy,Not Applicable,100% of Medicare,2496.57,2496.57,2496.57
MSQ,METROPLUS HEALTH PLAN,23412,Open repair of chronic rupture of musculotendinous cuff of shoulder,Not Applicable,100% of Medicare,2496.57,2496.57,7291.8
MSQ,"WELLCARE OF NEW YORK, INC",23412,Open repair of chronic rupture of musculotendinous cuff of shoulder,Not Applicable,100% of Medicare,7291.8,2496.57,7291.8
MSQ,OSCAR INSURANCE CORPORATION,23430,Tenodesis of long head of biceps muscle,Not Applicable,100% of Medicare,4349.69,4349.69,4349.69
MSQ,METROPLUS ENHANCED (HARP),23470,Hemiarthroplasty of glenohumeral joint,Not Applicable,100% of Medicare,3767.72,3767.72,3767.72
MSQ,METROPLUS HEALTH PLAN,23470,Hemiarthroplasty of glenohumeral joint,Not Applicable,100% of Medicare,3767.72,3767.72,3767.72
MSQ,1199SEIU NATIONAL BENEFIT FUND,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,711,259.81,1823.95
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,1294.73,259.81,1823.95
MSQ,EH FACET EFT,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,259.81,259.81,1823.95
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,261.25,259.81,1823.95
MSQ,METROPLUS HEALTH PLAN,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,542.01,259.81,1823.95
MSQ,NYSDOH,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,555.63,259.81,1823.95
MSQ,OSCAR INSURANCE CORPORATION,23500,TREAT CLAVICLE FX W/O MANIP CL,570,$249.98 ,1823.95,259.81,1823.95
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,23515,Open reduction of fracture of clavicle,Not Applicable,100% of Medicare,4607.5,3214.34,7583.43
MSQ,METROPLUS HEALTH PLAN,23515,Open reduction of fracture of clavicle,Not Applicable,100% of Medicare,3214.34,3214.34,7583.43
MSQ,NYSDOH,23515,Open reduction of fracture of clavicle,Not Applicable,100% of Medicare,3279.94,3214.34,7583.43
MSQ,OSCAR INSURANCE CORPORATION,23515,Open reduction of fracture of clavicle,Not Applicable,100% of Medicare,4480.18,3214.34,7583.43
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,23515,Open reduction of fracture of clavicle,Not Applicable,100% of Medicare,7583.43,3214.34,7583.43
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",23570,TREAT SHOULDER BLADE FX,442,$249.98 ,130.5,130.5,555.63
MSQ,NYSDOH,23570,TREAT SHOULDER BLADE FX,442,$249.98 ,555.63,130.5,555.63
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,52.91,52.91,1514
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,562.9,52.91,1514
MSQ,METROPLUS ENHANCED (HARP),23600,TREAT HUMERUS FRACTURE,360,$249.98 ,555.63,52.91,1514
MSQ,OXFORD HEALTH INSURANCE INC METRO NETWORK,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,1514,52.91,1514
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,1152,52.91,1514
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,562.9,52.91,1514
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,252.72,52.91,1514
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MCADVANTAGE MOSAIC CHOICE,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,257.83,52.91,1514
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,23600,TREAT HUMERUS FRACTURE,360,$249.98 ,252.72,52.91,1514
MSQ,EH FACET EFT,23620,CLOSED    TX GREATER HUM TUB W,700,$249.98 ,562.25,252.72,562.25
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,23620,CLOSED    TX GREATER HUM TUB W,700,$249.98 ,252.72,252.72,562.25
MSQ,1199SEIU NATIONAL BENEFIT FUND,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,714,252.72,1514
MSQ,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,1433.96,252.72,1514
MSQ,AETNA ELITE PPO NET 03397,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,252.72,252.72,1514
MSQ,AFFINITY HEALTH PLAN,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,601.13,252.72,1514
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,461.48,252.72,1514
MSQ,EH FACET EFT,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,562.58,252.72,1514
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,683.61,252.72,1514
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,548.6,252.72,1514
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,572.53,252.72,1514
MSQ,METROPLUS ESSENTIAL PLAN,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,555.63,252.72,1514
MSQ,METROPLUS HEALTH PLAN,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,558.94,252.72,1514
MSQ,NYSDOH,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,562.25,252.72,1514
MSQ,OSCAR INSURANCE CORPORATION,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,1256.64,252.72,1514
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM NETWORK,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,1514,252.72,1514
MSQ,UMR,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,343.44,252.72,1514
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,257.83,252.72,1514
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 1,23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,264.91,252.72,1514
MSQ,"WELLCARE OF NEW YORK, INC",23650,SHOULDER DISLOCATION W/O ANES,980,$249.98 ,597.18,252.72,1514
MSQ,1199SEIU HOMECARE BENEFIT FUND,24071,"Excision of subcutaneous tumor of soft tissue of elbow area, 3.0 cm or more",Not Applicable,100% of Medicare,1796,1236.3,5913.78
MSQ,EH FACET EFT,24071,"Excision of subcutaneous tumor of soft tissue of elbow area, 3.0 cm or more",Not Applicable,100% of Medicare,5913.78,1236.3,5913.78
MSQ,METROPLUS HEALTH PLAN,24071,"Excision of subcutaneous tumor of soft tissue of elbow area, 3.0 cm or more",Not Applicable,100% of Medicare,1236.3,1236.3,5913.78
MSQ,METROPLUS ESSENTIAL PLAN,24075,"Excision of subcutaneous tumor of soft tissue of elbow area, less than 3.0 cm",Not Applicable,100% of Medicare,1435.46,1435.46,4480.18
MSQ,OSCAR INSURANCE CORPORATION,24075,"Excision of subcutaneous tumor of soft tissue of elbow area, less than 3.0 cm",Not Applicable,100% of Medicare,4480.18,1435.46,4480.18
MSQ,OSCAR INSURANCE CORPORATION,24077,"Radical resection of malignant neoplasm of soft tissue of elbow area, less than 5.0 cm",Not Applicable,100% of Medicare,4349.69,4349.69,4349.69
MSQ,1199SEIU NATIONAL BENEFIT FUND,24341,Primary repair of muscle of elbow,Not Applicable,100% of Medicare,2439,2439,4223
MSQ,OSCAR INSURANCE CORPORATION,24341,Primary repair of muscle of elbow,Not Applicable,100% of Medicare,4223,2439,4223
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,24500,TREAT HUMERAL SHAFT W/O MAN,410,$249.98 ,576.45,555.63,576.45
MSQ,METROPLUS HEALTH PLAN,24500,TREAT HUMERAL SHAFT W/O MAN,410,$249.98 ,555.63,555.63,576.45
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,24530,TREAT HUMERUS FRACT CLOSED W/O,700,$249.98 ,506.03,506.03,506.03
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,24576,TREAT HUMERUS FRACTURE,360,$249.98 ,124.29,124.29,1152
MSQ,METROPLUS HEALTH PLAN,24576,TREAT HUMERUS FRACTURE,360,$249.98 ,555.63,124.29,1152
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,24576,TREAT HUMERUS FRACTURE,360,$249.98 ,1152,124.29,1152
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,24576,TREAT HUMERUS FRACTURE,360,$249.98 ,562.25,124.29,1152
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,24576,TREAT HUMERUS FRACTURE,360,$249.98 ,562.25,124.29,1152
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,24600,TREATMENT CLOSED ELBOW DISLOC,600,$249.98 ,156.42,156.42,635.34
MSQ,NYSDOH,24600,TREATMENT CLOSED ELBOW DISLOC,600,$249.98 ,555.63,156.42,635.34
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,24600,TREATMENT CLOSED ELBOW DISLOC,600,$249.98 ,635.34,156.42,635.34
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,24640,TREAT ELBOW DISLOCATION W/MANI,600,$249.98 ,694.5,562.25,694.5
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,24640,TREAT ELBOW DISLOCATION W/MANI,600,$249.98 ,562.9,562.25,694.5
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",24640,TREAT ELBOW DISLOCATION W/MANI,600,$249.98 ,562.25,562.25,694.5
MSQ,METROPLUS HEALTH PLAN,24640,TREAT ELBOW DISLOCATION W/MANI,600,$249.98 ,562.9,562.25,694.5
MSQ,AETNA AETNA CHOICE  POS II NET 08134,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,1404.36,175,1404.36
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,1284.86,175,1404.36
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,674.7,175,1404.36
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,553.08,175,1404.36
MSQ,METROPLUS ENHANCED (HARP),24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,555.63,175,1404.36
MSQ,METROPLUS HEALTH PLAN,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,555.63,175,1404.36
MSQ,NYSDOH,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,555.63,175,1404.36
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,1090,175,1404.36
MSQ,VNF - IMAGENET,24650,TREAT RADIUS FX W/O MANIPULAT,670,$249.98 ,175,175,1404.36
MSQ,AETNA PPO-MEDICAL NET 00391,24670,TREAT ULNAR FX W/O MANIPULAT,755,$249.98 ,1308,291.35,1308
MSQ,METROPLUS HEALTH PLAN,24670,TREAT ULNAR FX W/O MANIPULAT,755,$249.98 ,576.45,291.35,1308
MSQ,NYSDOH,24670,TREAT ULNAR FX W/O MANIPULAT,755,$249.98 ,558.94,291.35,1308
MSQ,UMR,24670,TREAT ULNAR FX W/O MANIPULAT,755,$249.98 ,291.35,291.35,1308
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,24670,TREAT ULNAR FX W/O MANIPULAT,755,$249.98 ,1168.64,291.35,1308
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,24685,Open reduction of fracture of coronoid process of ulna with internal fixation,Not Applicable,100% of Medicare,2577.41,2577.41,5182.21
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,24685,Open reduction of fracture of coronoid process of ulna with internal fixation,Not Applicable,100% of Medicare,5182.21,2577.41,5182.21
MSQ,AETNA PPO-MEDICAL NET 00391,24685,Open reduction of fracture of coronoid process of ulna with internal fixation,Not Applicable,100% of Medicare,3190,2577.41,5182.21
MSQ,BCBS FEP,24685,Open reduction of fracture of coronoid process of ulna with internal fixation,Not Applicable,100% of Medicare,4269,2577.41,5182.21
MSQ,GREATWESTHEALTHCARE-CIGNA OPEN ACCESS PLUS,24685,Open reduction of fracture of coronoid process of ulna with internal fixation,Not Applicable,100% of Medicare,4629,2577.41,5182.21
MSQ,METROPLUS HEALTH PLAN,24685,Open reduction of fracture of coronoid process of ulna with internal fixation,Not Applicable,100% of Medicare,3214.34,2577.41,5182.21
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,25071,"Excision of subcutaneous tumor of soft tissue of forearm and wrist area, 3.0 cm or more",Not Applicable,100% of Medicare,1359.01,1359.01,1359.01
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",25075,"Excision of subcutaneous tumor of soft tissue of forearm and wrist area, less than 3.0 cm",Not Applicable,100% of Medicare,2236.33,2236.33,2683.59
MSQ,METROPLUS ESSENTIAL PLAN,25075,"Excision of subcutaneous tumor of soft tissue of forearm and wrist area, less than 3.0 cm",Not Applicable,100% of Medicare,2683.59,2236.33,2683.59
MSQ,NYSDOH,25075,"Excision of subcutaneous tumor of soft tissue of forearm and wrist area, less than 3.0 cm",Not Applicable,100% of Medicare,2236.33,2236.33,2683.59
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,25076,"Excision of intramuscular tumor of soft tissue of forearm and wrist area, less than 3.0 cm",Not Applicable,100% of Medicare,2236.33,2236.33,2236.33
MSQ,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,25105,Arthrotomy of wrist joint with synovectomy,Not Applicable,100% of Medicare,1748.6,1712.42,3115.71
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,25105,Arthrotomy of wrist joint with synovectomy,Not Applicable,100% of Medicare,1712.42,1712.42,3115.71
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,25111,Primary excision of ganglion of dorsal wrist,Not Applicable,100% of Medicare,2560.41,1566.88,2560.41
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 08135,25111,Primary excision of ganglion of dorsal wrist,Not Applicable,100% of Medicare,1566.88,1566.88,2560.41
MSQ,BCBS FEP,25112,Excision of recurrent ganglion of wrist,Not Applicable,100% of Medicare,6174.5,675.34,6174.5
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,25112,Excision of recurrent ganglion of wrist,Not Applicable,100% of Medicare,675.34,675.34,6174.5
MSQ,1199SEIU NATIONAL BENEFIT FUND,25115,Radical excision of bursa of flexor of wrist,Not Applicable,100% of Medicare,3135,3135,3135
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 08135,25118,Synovectomy of extensor tendon sheath of single compartment of wrist,Not Applicable,100% of Medicare,3133.78,3133.78,3133.775
MSQ,METROPLUS HEALTH PLAN,25248,Exploration of forearm with removal of deep foreign body,Not Applicable,100% of Medicare,2191.6,2191.6,2191.6
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,25260,Primary repair of single flexor muscle of forearm,Not Applicable,100% of Medicare,5295.25,5295.25,5295.25
MSQ,1199SEIU NATIONAL BENEFIT FUND,25280,Lengthening of single extensor tendon of forearm,Not Applicable,100% of Medicare,1192.5,1192.5,1192.5
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,25320,"Open capsulodesis of wrist, including synovectomy, capsulotomy, and open reduction, for carpal instability",Not Applicable,100% of Medicare,2532.41,2532.41,2532.41
MSQ,EH FACET EFT,25500,TREAT FX OF RADIUS W/O MANIP,650,$249.98 ,576.45,576.45,1152
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,25500,TREAT FX OF RADIUS W/O MANIP,650,$249.98 ,1152,576.45,1152
MSQ,EH FACET EFT,25515,Open reduction of fracture of shaft of radius,Not Applicable,100% of Medicare,3279.94,3214.34,3279.94
MSQ,METROPLUS HEALTH PLAN,25515,Open reduction of fracture of shaft of radius,Not Applicable,100% of Medicare,3214.34,3214.34,3279.94
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,25526,Open reduction of fracture of shaft of radius and open reduction of dislocation of distal radioulnar joint,Not Applicable,100% of Medicare,3279.94,3279.94,6802
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,25526,Open reduction of fracture of shaft of radius and open reduction of dislocation of distal radioulnar joint,Not Applicable,100% of Medicare,6802,3279.94,6802
MSQ,EH FACET EFT,25530,TREAT FX OF ULNA W/O MAN,600,$249.98 ,404.92,404.92,555.63
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,25530,TREAT FX OF ULNA W/O MAN,600,$249.98 ,553.82,404.92,555.63
