USNWR Rank,file_create_date,name,code,code type,code description,payer,gross charge,de-identified minimum negotiated charge,payer-specific negotiated charge,de-identified maximum negotiated charge,discounted cash price
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",ACCESS CHOICE PPO,20587.4,2919.98,11389.36,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",CONNECT NETWORK,20587.4,2919.98,10346,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",UHC COMMUNITY PLAN,20587.4,2919.98,2919.98,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",UHC MEDICARE,20587.4,2919.98,6706.76,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,652,ms-drg,kidney transplant,TRNPLT ANTHEM NONBDC,172811.33,93981.67,106060,106060,103686.8
17 (tie),8/30/2021,Barnes-Jewish Hospital,652,ms-drg,kidney transplant,TRNPLT HLTH ALLIANCE,172811.33,93981.67,96877.54,106060,103686.8
17 (tie),8/30/2021,Barnes-Jewish Hospital,652,ms-drg,kidney transplant,TRNPLT OPTUM,172811.33,93981.67,93981.67,106060,103686.8
17 (tie),8/30/2021,Barnes-Jewish Hospital,654,ms-drg,major bladder procedures with cc,ACCESS PPO,75493.68,57776.09,57776.09,61069,45296.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,654,ms-drg,major bladder procedures with cc,UHC,75493.68,57776.09,61069,61069,45296.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,656,ms-drg,kidney and ureter procedures for neoplasm with mcc,TRNPLT OPTUM,73682.93,39158.2,39158.2,39158.2,44209.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,657,ms-drg,kidney and ureter procedures for neoplasm with cc,CONNECT NETWORK,44492.22,16882.46,16882.46,16882.46,26695.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,658,ms-drg,kidney and ureter procedures for neoplasm without cc/mcc,ACCESS CHOICE PPO,37302.5,12739.07,24642.26,29711,22381.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,658,ms-drg,kidney and ureter procedures for neoplasm without cc/mcc,CONNECT NETWORK,37302.5,12739.07,16842.86,29711,22381.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,658,ms-drg,kidney and ureter procedures for neoplasm without cc/mcc,UHC,37302.5,12739.07,29711,29711,22381.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,658,ms-drg,kidney and ureter procedures for neoplasm without cc/mcc,UHC MEDICARE,37302.5,12739.07,12739.07,29711,22381.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,659,ms-drg,kidney and ureter procedures for non-neoplasm with mcc,UHC MEDICARE,53772.9,21272.51,21272.51,29468,32263.74
17 (tie),8/30/2021,Barnes-Jewish Hospital,661,ms-drg,kidney and ureter procedures for non-neoplasm without cc/mcc,ACCESS PPO,30562.14,7672.9,28910.83,28910.83,18337.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,TRNPLT OPTUM,30322,12240.25,19099.55,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,ADVANTRA,19998.8,7857.67,8575.89,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,AETNA MCR GOLD,19998.8,7857.67,7893.59,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,HEALTHLINK HMO,19998.8,7857.67,18428.08,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,689,ms-drg,kidney and urinary tract infections with mcc,UHC MEDICARE,22927.8,9317.85,9317.85,15849,13756.68
17 (tie),8/30/2021,Barnes-Jewish Hospital,690,ms-drg,kidney and urinary tract infections without mcc,UHC MEDICARE,18373.35,7023.93,7023.93,15041.47,11024.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,698,ms-drg,other kidney and urinary tract diagnoses with mcc,ACCESS PPO,30363.3,13259.4,24223.41,25170.37,18217.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,698,ms-drg,other kidney and urinary tract diagnoses with mcc,AETNA LOCAL NON LOCAL,30363.3,13259.4,15492,25170.37,18217.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,698,ms-drg,other kidney and urinary tract diagnoses with mcc,AETNA MCR GOLD,30363.3,13259.4,13300.09,25170.37,18217.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,699,ms-drg,other kidney and urinary tract diagnoses with cc,ACCESS CHOICE PPO,20229.05,8735.71,17235,19812.34,12137.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,699,ms-drg,other kidney and urinary tract diagnoses with cc,ACCESS PPO,20229.05,8735.71,19812.34,19812.34,12137.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,699,ms-drg,other kidney and urinary tract diagnoses with cc,CIGNA OPEN ACCESS,20229.05,8735.71,14679.24,19812.34,12137.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,699,ms-drg,other kidney and urinary tract diagnoses with cc,UHC,20229.05,8735.71,18524.17,19812.34,12137.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,700,ms-drg,other kidney and urinary tract diagnoses without cc/mcc,UHC,22499.15,43053.27,43053.27,43053.27,13499.49
17 (tie),8/30/2021,Barnes-Jewish Hospital,707,ms-drg,major male pelvic procedures with cc/mcc,UHC,39966.6,15113.64,23264,23264,23979.96
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,ACCESS CHOICE PPO,39151.19,11467.54,21122.07,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,ACCESS PPO,39151.19,11467.54,26213.25,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,AETNA LOCAL NON LOCAL,39151.19,11467.54,24297.59,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,CIGNA CSD,39151.19,11467.54,19155,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,TRICARE,39151.19,11467.54,13329.09,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,UHC MEDICARE,39151.19,11467.54,11467.54,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,737,ms-drg,uterine and adnexa procedures for ovarian or adnexal malignancy with cc,ACCESS PPO,59489.7,37231.26,37231.26,37231.26,35693.82
17 (tie),8/30/2021,Barnes-Jewish Hospital,740,ms-drg,uterine and adnexa procedures for non-ovarian and non-adnexal malignancy with cc,UHC MEDICARE,55793.8,14485.7,14485.7,14485.7,33476.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,741,ms-drg,uterine and adnexa procedures for non-ovarian and non-adnexal malignancy without cc/mcc,TRICARE,44979.86,10864.91,10864.91,23769,26987.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,742,ms-drg,uterine and adnexa procedures for non-malignancy with cc/mcc,ACCESS PPO,46403.95,9997,30996.41,30996.41,27842.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,742,ms-drg,uterine and adnexa procedures for non-malignancy with cc/mcc,CONNECT NETWORK,46403.95,9997,9997,30996.41,27842.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,AETNA LOCAL NON LOCAL,40960.35,7549.93,25389,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,TRICARE,40960.35,7549.93,7549.93,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,UHC,40960.35,7549.93,19291,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,754,ms-drg,"malignancy, female reproductive system with mcc",UHC MEDICARE,55429.75,14344.8,14344.8,14344.8,33257.85
17 (tie),8/30/2021,Barnes-Jewish Hospital,759,ms-drg,"infections, female reproductive system without cc/mcc",CONNECT NETWORK,14708.3,3412.24,8868,8868,8824.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,759,ms-drg,"infections, female reproductive system without cc/mcc",MISSOURI CARE,14708.3,3412.24,3412.24,8868,8824.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,CONNECT NETWORK,9485,3870.45,4349.1,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,TRICARE,9485,3870.45,3870.45,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,UHC,9485,3870.45,8187,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,UHC COMMUNITY PLAN,9485,3870.45,5118.47,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,776,ms-drg,postpartum and post abortion diagnoses without o.r. procedures,UHC COMMUNITY PLAN,7585.6,2940.64,2940.64,10517.28,4551.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,783,ms-drg,cesarean section with sterilization with mcc,UHC COMMUNITY PLAN,21130.01,8973.64,8973.64,12442,12678.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,784,ms-drg,cesarean section with sterilization with cc,ACCESS PPO,12592.61,4834.35,12055.02,12055.02,7555.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,784,ms-drg,cesarean section with sterilization with cc,AETNA LOCAL NON LOCAL,12592.61,4834.35,11829,12055.02,7555.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,784,ms-drg,cesarean section with sterilization with cc,UHC,12592.61,4834.35,9339,12055.02,7555.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,785,ms-drg,cesarean section with sterilization without cc/mcc,MISSOURI CARE,11442.71,4256.47,5182.34,11440,6865.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,785,ms-drg,cesarean section with sterilization without cc/mcc,UHC,11442.71,4256.47,8784,11440,6865.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,786,ms-drg,cesarean section without sterilization with mcc,ACCESS CHOICE PPO,17810.58,5903.6,12044,25602,10686.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,ACCESS CHOICE PPO,13985.03,5295.18,12261,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,ACCESS PPO,13985.03,5295.18,11965,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,AETNA LOCAL NON LOCAL,13985.03,5295.18,11116.5,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,CIGNA OPEN ACCESS,13985.03,5295.18,11744.83,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,HEALTHLINK HMO,13985.03,5295.18,13245,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,MISSOURI CARE,13985.03,5295.18,5295.18,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,UHC,13985.03,5295.18,9339,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,ACCESS PPO,12226.15,5482.5,10463.51,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,AETNA LOCAL NON LOCAL,12226.15,5482.5,8018.8,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,CIGNA OPEN ACCESS,12226.15,5482.5,12491,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,CONNECT NETWORK,12226.15,5482.5,6044,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,HEALTHLINK HMO,12226.15,5482.5,10822.08,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,UHC,12226.15,5482.5,8784,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,UHC COMMUNITY PLAN,12226.15,5482.5,5543.34,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,789,ms-drg,"neonates, died or transferred to another acute care facility",UHC COMMUNITY PLAN,11174.7,2994.24,3617.68,3617.68,6704.82
17 (tie),8/30/2021,Barnes-Jewish Hospital,790,ms-drg,"extreme immaturity or respiratory distress syndrome, neonate",MISSOURI CARE,15443.3,2782,2782,2782,9265.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,791,ms-drg,prematurity with major problems,UHC COMMUNITY PLAN,9342.85,4776.17,4776.17,4776.17,5605.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,792,ms-drg,prematurity without major problems,UHC COMMUNITY PLAN,9800.05,2442.68,2442.68,2442.68,5880.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,794,ms-drg,neonate with other significant problems,UHC COMMUNITY PLAN,8808.45,3414.07,3414.07,3414.07,5285.07
17 (tie),8/30/2021,Barnes-Jewish Hospital,795,ms-drg,normal newborn,UHC COMMUNITY PLAN,7332.65,2442.68,2442.68,2842.01,4399.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,796,ms-drg,vaginal delivery with sterilization and/or d&c with mcc,MISSOURI CARE,13826.75,4574.23,4574.23,6546.9,8296.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,797,ms-drg,vaginal delivery with sterilization and/or d&c with cc,MISSOURI CARE,11169.63,4072.89,4072.89,7382.88,6701.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,797,ms-drg,vaginal delivery with sterilization and/or d&c with cc,UHC,11169.63,4072.89,7382.88,7382.88,6701.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,798,ms-drg,vaginal delivery with sterilization and/or d&c without cc/mcc,MISSOURI CARE,10762.99,4056.66,4056.66,7116,6457.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,798,ms-drg,vaginal delivery with sterilization and/or d&c without cc/mcc,UHC,10762.99,4056.66,7116,7116,6457.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,798,ms-drg,vaginal delivery with sterilization and/or d&c without cc/mcc,UHC COMMUNITY PLAN,10762.99,4056.66,5113.35,7116,6457.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,800,ms-drg,splenectomy with cc,UHC,66018.36,30892.5,30892.5,30892.5,39611.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,805,ms-drg,vaginal delivery without sterilization or d&c with mcc,ACCESS CHOICE PPO,10802.18,3517.35,11507.14,13913,6481.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,805,ms-drg,vaginal delivery without sterilization or d&c with mcc,AETNA LOCAL NON LOCAL,10802.18,3517.35,8223,13913,6481.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,805,ms-drg,vaginal delivery without sterilization or d&c with mcc,UHC,10802.18,3517.35,8703,13913,6481.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,806,ms-drg,vaginal delivery without sterilization or d&c with cc,ACCESS PPO,8937.5,3032.27,8510,9433,5362.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,806,ms-drg,vaginal delivery without sterilization or d&c with cc,CIGNA CSD,8937.5,3032.27,7290,9433,5362.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,806,ms-drg,vaginal delivery without sterilization or d&c with cc,CONNECT NETWORK,8937.5,3032.27,4258,9433,5362.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,806,ms-drg,vaginal delivery without sterilization or d&c with cc,TRICARE,8937.5,3032.27,3032.27,9433,5362.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,806,ms-drg,vaginal delivery without sterilization or d&c with cc,UHC,8937.5,3032.27,7116,9433,5362.5
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,ACCESS PPO,8084.55,2629.12,8115.74,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,ANTHEM ACCESS,8084.55,2629.12,7659.4,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,CIGNA CSD,8084.55,2629.12,7511.03,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,CIGNA OPEN ACCESS,8084.55,2629.12,8009.63,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,CONNECT NETWORK,8084.55,2629.12,4258,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,MISSOURI CARE,8084.55,2629.12,4128.3,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,UHC,8084.55,2629.12,7116,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,807,ms-drg,Normal delivery of baby,UHC COMMUNITY PLAN,8084.55,2629.12,4309.47,8115.74,4850.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,808,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with mcc,ACCESS CHOICE PPO,51432.98,14681.09,33702.9,64103.12,30859.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,808,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with mcc,ACCESS PPO,51432.98,14681.09,64103.12,64103.12,30859.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,808,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with mcc,CONNECT NETWORK,51432.98,14681.09,14681.09,64103.12,30859.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,808,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with mcc,HEALTHLINK HMO,51432.98,14681.09,25582.92,64103.12,30859.79
17 (tie),8/30/2021,Barnes-Jewish Hospital,809,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with cc,ACCESS CHOICE PPO,33618.03,6241.92,18922.81,30244.68,20170.82
17 (tie),8/30/2021,Barnes-Jewish Hospital,809,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with cc,ACCESS PPO,33618.03,6241.92,23046.31,30244.68,20170.82
17 (tie),8/30/2021,Barnes-Jewish Hospital,809,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders with cc,HEALTHLINK HMO,33618.03,6241.92,25536.24,30244.68,20170.82
17 (tie),8/30/2021,Barnes-Jewish Hospital,810,ms-drg,major hematological and immunological diagnoses except sickle cell crisis and coagulation disorders without cc/mcc,UHC,29750.15,17585.94,17585.94,17585.94,17850.09
17 (tie),8/30/2021,Barnes-Jewish Hospital,811,ms-drg,red blood cell disorders with mcc,ACCESS CHOICE PPO,30918.82,11125.98,12240.65,15849,18551.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,812,ms-drg,red blood cell disorders without mcc,ACCESS CHOICE PPO,13278.1,7647.06,13467.11,14907,7966.86
17 (tie),8/30/2021,Barnes-Jewish Hospital,813,ms-drg,coagulation disorders,UHC MEDICARE,39783.05,12989.92,12989.92,27644.76,23869.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,818,ms-drg,other antepartum diagnoses with o.r. procedures with cc,ACCESS CHOICE PPO,19226.95,11010.58,11010.58,11010.58,11536.17
17 (tie),8/30/2021,Barnes-Jewish Hospital,819,ms-drg,other antepartum diagnoses with o.r. procedures without cc/mcc,UHC,19100.24,7972,7972,7972,11460.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,823,ms-drg,lymphoma and non-acute leukemia with other procedures with mcc,ACCESS PPO,152126.41,34167.51,146485.24,146485.24,91275.85
17 (tie),8/30/2021,Barnes-Jewish Hospital,823,ms-drg,lymphoma and non-acute leukemia with other procedures with mcc,TRICARE,152126.41,34167.51,37838.28,146485.24,91275.85
17 (tie),8/30/2021,Barnes-Jewish Hospital,823,ms-drg,lymphoma and non-acute leukemia with other procedures with mcc,UHC MEDICARE,152126.41,34167.51,34167.51,146485.24,91275.85
17 (tie),8/30/2021,Barnes-Jewish Hospital,824,ms-drg,lymphoma and non-acute leukemia with other procedures with cc,UHC,97677.88,24832,24832,24832,58606.73
17 (tie),8/30/2021,Barnes-Jewish Hospital,826,ms-drg,myeloproliferative disorders or poorly differentiated neoplasms with major o.r. procedures with mcc,UHC,100449.71,36838.4,36838.4,36838.4,60269.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,827,ms-drg,myeloproliferative disorders or poorly differentiated neoplasms with major o.r. procedures with cc,ACCESS CHOICE PPO,64480.95,28713,37340.23,37340.23,38688.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,829,ms-drg,myeloproliferative disorders or poorly differentiated neoplasms with other procedures with cc/mcc,TRICARE,62265.98,13581.17,13581.17,24634.83,37359.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,829,ms-drg,myeloproliferative disorders or poorly differentiated neoplasms with other procedures with cc/mcc,UHC MEDICARE,62265.98,13581.17,24634.83,24634.83,37359.59
