US News Ranking,Hospital Name,Billing Code Type,DRG Number,DRG Description,Payor,Plan,Charge Amount
7,New York-Presbyterian Hospital,MSDRG,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",Other,Empire Medicare,10165.1105
7,New York-Presbyterian Hospital,MSDRG,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",Other,Empire Medicare,8375.624
7,New York-Presbyterian Hospital,MSDRG,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",Other,Empire Medicare,13520.0795
7,New York-Presbyterian Hospital,MSDRG,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",Other,Empire Medicare,8810.9045
7,New York-Presbyterian Hospital,MSDRG,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",Other,Empire Medicare,6381.649
7,New York-Presbyterian Hospital,MSDRG,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,Other,Empire Medicare,8390.0485
7,New York-Presbyterian Hospital,MSDRG,761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,Other,Empire Medicare,5595.938
7,New York-Presbyterian Hospital,MSDRG,768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,Other,Empire Medicare,10507.056
7,New York-Presbyterian Hospital,MSDRG,769,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,Other,Empire Medicare,14308.336
7,New York-Presbyterian Hospital,MSDRG,770,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",Other,Empire Medicare,8132.953
7,New York-Presbyterian Hospital,MSDRG,776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,Other,Empire Medicare,7154.6325
7,New York-Presbyterian Hospital,MSDRG,779,ABORTION WITHOUT D&C,Other,Empire Medicare,9568.615
7,New York-Presbyterian Hospital,MSDRG,783,CESAREAN SECTION WITH STERILIZATION WITH MCC,Other,Empire Medicare,16491.5265
7,New York-Presbyterian Hospital,MSDRG,784,CESAREAN SECTION WITH STERILIZATION WITH CC,Other,Empire Medicare,9881.7115
7,New York-Presbyterian Hospital,MSDRG,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,Other,Empire Medicare,8362.048
7,New York-Presbyterian Hospital,MSDRG,786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,Other,Empire Medicare,14111.484
7,New York-Presbyterian Hospital,MSDRG,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,Other,Empire Medicare,9614.434
7,New York-Presbyterian Hospital,MSDRG,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,Other,Empire Medicare,8112.589
7,New York-Presbyterian Hospital,MSDRG,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",Other,Empire Medicare,15177.2
7,New York-Presbyterian Hospital,MSDRG,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",Other,Empire Medicare,48710.7685
7,New York-Presbyterian Hospital,MSDRG,791,PREMATURITY WITH MAJOR PROBLEMS,Other,Empire Medicare,33452.193
7,New York-Presbyterian Hospital,MSDRG,792,PREMATURITY WITHOUT MAJOR PROBLEMS,Other,Empire Medicare,20415.839
7,New York-Presbyterian Hospital,MSDRG,793,FULL TERM NEONATE WITH MAJOR PROBLEMS,Other,Empire Medicare,34346.512
7,New York-Presbyterian Hospital,MSDRG,794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,Other,Empire Medicare,12533.274
7,New York-Presbyterian Hospital,MSDRG,795,NORMAL NEWBORN,Other,Empire Medicare,2201.0895
7,New York-Presbyterian Hospital,MSDRG,796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,Other,Empire Medicare,9668.738
7,New York-Presbyterian Hospital,MSDRG,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,Other,Empire Medicare,8384.109
7,New York-Presbyterian Hospital,MSDRG,798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,Other,Empire Medicare,7604.3375
7,New York-Presbyterian Hospital,MSDRG,799,SPLENECTOMY WITH MCC,Other,Empire Medicare,44258.689
7,New York-Presbyterian Hospital,MSDRG,800,SPLENECTOMY WITH CC,Other,Empire Medicare,25646.8415
7,New York-Presbyterian Hospital,MSDRG,801,SPLENECTOMY WITHOUT CC/MCC,Other,Empire Medicare,14871.74
7,New York-Presbyterian Hospital,MSDRG,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,Other,Empire Medicare,32076.7745
7,New York-Presbyterian Hospital,MSDRG,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,Other,Empire Medicare,16589.9525
7,New York-Presbyterian Hospital,MSDRG,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,Other,Empire Medicare,12172.6615
7,New York-Presbyterian Hospital,MSDRG,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,Other,Empire Medicare,9321.7015
7,New York-Presbyterian Hospital,MSDRG,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,Other,Empire Medicare,6816.081
7,New York-Presbyterian Hospital,MSDRG,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,Other,Empire Medicare,6032.9155
7,New York-Presbyterian Hospital,MSDRG,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,Other,Empire Medicare,19129.513
7,New York-Presbyterian Hospital,MSDRG,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,Other,Empire Medicare,10963.549
7,New York-Presbyterian Hospital,MSDRG,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,Other,Empire Medicare,8743.0245
7,New York-Presbyterian Hospital,MSDRG,811,RED BLOOD CELL DISORDERS WITH MCC,Other,Empire Medicare,12286.3605
7,New York-Presbyterian Hospital,MSDRG,812,RED BLOOD CELL DISORDERS WITHOUT MCC,Other,Empire Medicare,8052.3455
7,New York-Presbyterian Hospital,MSDRG,813,COAGULATION DISORDERS,Other,Empire Medicare,13693.1735
7,New York-Presbyterian Hospital,MSDRG,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,Other,Empire Medicare,16634.0745
7,New York-Presbyterian Hospital,MSDRG,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,Other,Empire Medicare,9011.999
7,New York-Presbyterian Hospital,MSDRG,816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,Other,Empire Medicare,6192.4335
7,New York-Presbyterian Hospital,MSDRG,817,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,Other,Empire Medicare,20156.198
7,New York-Presbyterian Hospital,MSDRG,818,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,Other,Empire Medicare,12120.903
7,New York-Presbyterian Hospital,MSDRG,819,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,8959.392
7,New York-Presbyterian Hospital,MSDRG,820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,Other,Empire Medicare,48877.0745
7,New York-Presbyterian Hospital,MSDRG,821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,Other,Empire Medicare,18869.872
7,New York-Presbyterian Hospital,MSDRG,822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,11201.9775
7,New York-Presbyterian Hospital,MSDRG,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,Other,Empire Medicare,38780.773
7,New York-Presbyterian Hospital,MSDRG,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,Other,Empire Medicare,20644.934
7,New York-Presbyterian Hospital,MSDRG,825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,12474.7275
7,New York-Presbyterian Hospital,MSDRG,826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,Other,Empire Medicare,43385.5825
7,New York-Presbyterian Hospital,MSDRG,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,Other,Empire Medicare,21800.591
7,New York-Presbyterian Hospital,MSDRG,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,14786.89
7,New York-Presbyterian Hospital,MSDRG,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,Other,Empire Medicare,27806.274
7,New York-Presbyterian Hospital,MSDRG,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,13157.77
7,New York-Presbyterian Hospital,MSDRG,831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,Other,Empire Medicare,10101.473
7,New York-Presbyterian Hospital,MSDRG,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,Other,Empire Medicare,7186.8755
7,New York-Presbyterian Hospital,MSDRG,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,5139.445
7,New York-Presbyterian Hospital,MSDRG,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,Other,Empire Medicare,51935.917
7,New York-Presbyterian Hospital,MSDRG,835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,Other,Empire Medicare,18517.7445
7,New York-Presbyterian Hospital,MSDRG,836,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,10540.1475
7,New York-Presbyterian Hospital,MSDRG,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,Other,Empire Medicare,48941.5605
7,New York-Presbyterian Hospital,MSDRG,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,Other,Empire Medicare,19760.797
7,New York-Presbyterian Hospital,MSDRG,839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,Other,Empire Medicare,13201.892
7,New York-Presbyterian Hospital,MSDRG,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,Other,Empire Medicare,27908.9425
7,New York-Presbyterian Hospital,MSDRG,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,Other,Empire Medicare,14342.276
7,New York-Presbyterian Hospital,MSDRG,842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,Other,Empire Medicare,9891.045
7,New York-Presbyterian Hospital,MSDRG,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,Other,Empire Medicare,16768.986
7,New York-Presbyterian Hospital,MSDRG,844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,Other,Empire Medicare,10630.937
7,New York-Presbyterian Hospital,MSDRG,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,Other,Empire Medicare,23262.5565
7,New York-Presbyterian Hospital,MSDRG,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,Other,Empire Medicare,11919.8085
7,New York-Presbyterian Hospital,MSDRG,848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,Other,Empire Medicare,9342.0655
7,New York-Presbyterian Hospital,MSDRG,849,RADIOTHERAPY,Other,Empire Medicare,21741.196
7,New York-Presbyterian Hospital,MSDRG,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,Other,Empire Medicare,42734.783
7,New York-Presbyterian Hospital,MSDRG,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,Other,Empire Medicare,18589.867
7,New York-Presbyterian Hospital,MSDRG,855,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,13478.503
7,New York-Presbyterian Hospital,MSDRG,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,Other,Empire Medicare,40156.1915
7,New York-Presbyterian Hospital,MSDRG,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,Other,Empire Medicare,18421.864
7,New York-Presbyterian Hospital,MSDRG,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,Other,Empire Medicare,12119.206
7,New York-Presbyterian Hospital,MSDRG,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,Other,Empire Medicare,16676.4995
7,New York-Presbyterian Hospital,MSDRG,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,Other,Empire Medicare,9164.729
7,New York-Presbyterian Hospital,MSDRG,864,FEVER AND INFLAMMATORY CONDITIONS,Other,Empire Medicare,8020.1025
7,New York-Presbyterian Hospital,MSDRG,865,VIRAL ILLNESS WITH MCC,Other,Empire Medicare,13122.133
7,New York-Presbyterian Hospital,MSDRG,866,VIRAL ILLNESS WITHOUT MCC,Other,Empire Medicare,7701.915
7,New York-Presbyterian Hospital,MSDRG,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,Other,Empire Medicare,19564.7935
7,New York-Presbyterian Hospital,MSDRG,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,Other,Empire Medicare,9628.01
7,New York-Presbyterian Hospital,MSDRG,869,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,Other,Empire Medicare,6764.3225
7,New York-Presbyterian Hospital,MSDRG,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,Other,Empire Medicare,55217.915
7,New York-Presbyterian Hospital,MSDRG,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,Other,Empire Medicare,16468.617
7,New York-Presbyterian Hospital,MSDRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,Other,Empire Medicare,9291.1555
7,New York-Presbyterian Hospital,MSDRG,876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,Other,Empire Medicare,36259.8
7,New York-Presbyterian Hospital,MSDRG,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,Other,Empire Medicare,5592.6474820144
7,New York-Presbyterian Hospital,MSDRG,881,DEPRESSIVE NEUROSES,Other,Empire Medicare,11235.1145038168
7,New York-Presbyterian Hospital,MSDRG,882,NEUROSES EXCEPT DEPRESSIVE,Other,Empire Medicare,12225.6470588235
7,New York-Presbyterian Hospital,MSDRG,883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,Other,Empire Medicare,19962.7735191638
7,New York-Presbyterian Hospital,MSDRG,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,Other,Empire Medicare,13120.0
7,New York-Presbyterian Hospital,MSDRG,885,PSYCHOSES,Other,Empire Medicare,30744.4926086957
7,New York-Presbyterian Hospital,MSDRG,886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,Other,Empire Medicare,12644.1
7,New York-Presbyterian Hospital,MSDRG,887,OTHER MENTAL DISORDER DIAGNOSES,Other,Empire Medicare,20281.2631578947
7,New York-Presbyterian Hospital,MSDRG,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",Other,Empire Medicare,5241.265
7,New York-Presbyterian Hospital,MSDRG,895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",Other,Empire Medicare,14152.212
7,New York-Presbyterian Hospital,MSDRG,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",Other,Empire Medicare,15688.8455
7,New York-Presbyterian Hospital,MSDRG,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",Other,Empire Medicare,7600.095
7,New York-Presbyterian Hospital,MSDRG,901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,Other,Empire Medicare,36802.9195
7,New York-Presbyterian Hospital,MSDRG,902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,Other,Empire Medicare,17250.0855
7,New York-Presbyterian Hospital,MSDRG,903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,Other,Empire Medicare,10216.0205
7,New York-Presbyterian Hospital,MSDRG,904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,Other,Empire Medicare,32206.595
7,New York-Presbyterian Hospital,MSDRG,905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,Other,Empire Medicare,14583.25
7,New York-Presbyterian Hospital,MSDRG,906,HAND PROCEDURES FOR INJURIES,Other,Empire Medicare,15888.243
7,New York-Presbyterian Hospital,MSDRG,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,Other,Empire Medicare,34083.477
7,New York-Presbyterian Hospital,MSDRG,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,Other,Empire Medicare,17980.644
7,New York-Presbyterian Hospital,MSDRG,909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,Other,Empire Medicare,12215.935
7,New York-Presbyterian Hospital,MSDRG,913,TRAUMATIC INJURY WITH MCC,Other,Empire Medicare,14486.521
7,New York-Presbyterian Hospital,MSDRG,914,TRAUMATIC INJURY WITHOUT MCC,Other,Empire Medicare,8108.3465
7,New York-Presbyterian Hospital,MSDRG,915,ALLERGIC REACTIONS WITH MCC,Other,Empire Medicare,15003.2575
7,New York-Presbyterian Hospital,MSDRG,916,ALLERGIC REACTIONS WITHOUT MCC,Other,Empire Medicare,6169.524
7,New York-Presbyterian Hospital,MSDRG,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,Other,Empire Medicare,13128.0725
7,New York-Presbyterian Hospital,MSDRG,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,Other,Empire Medicare,7299.726
7,New York-Presbyterian Hospital,MSDRG,919,COMPLICATIONS OF TREATMENT WITH MCC,Other,Empire Medicare,16230.1885
7,New York-Presbyterian Hospital,MSDRG,920,COMPLICATIONS OF TREATMENT WITH CC,Other,Empire Medicare,9276.731
7,New York-Presbyterian Hospital,MSDRG,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,Other,Empire Medicare,6504.6815
7,New York-Presbyterian Hospital,MSDRG,922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",Other,Empire Medicare,14058.877
7,New York-Presbyterian Hospital,MSDRG,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",Other,Empire Medicare,8557.203
7,New York-Presbyterian Hospital,MSDRG,927,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,Other,Empire Medicare,179542.6805
7,New York-Presbyterian Hospital,MSDRG,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,Other,Empire Medicare,56003.626
7,New York-Presbyterian Hospital,MSDRG,929,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,Other,Empire Medicare,26155.9415
7,New York-Presbyterian Hospital,MSDRG,933,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,Other,Empire Medicare,19783.7065
7,New York-Presbyterian Hospital,MSDRG,934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,Other,Empire Medicare,17051.5365
7,New York-Presbyterian Hospital,MSDRG,935,NON-EXTENSIVE BURNS,Other,Empire Medicare,16983.6565
7,New York-Presbyterian Hospital,MSDRG,939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,Other,Empire Medicare,29216.481
7,New York-Presbyterian Hospital,MSDRG,940,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,Other,Empire Medicare,19427.3365
7,New York-Presbyterian Hospital,MSDRG,941,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,Other,Empire Medicare,16900.5035
7,New York-Presbyterian Hospital,MSDRG,945,REHABILITATION WITH CC/MCC,Other,Empire Medicare,33481.0731707317
7,New York-Presbyterian Hospital,MSDRG,946,REHABILITATION WITHOUT CC/MCC,Other,Empire Medicare,31671.5714285714
7,New York-Presbyterian Hospital,MSDRG,947,SIGNS AND SYMPTOMS WITH MCC,Other,Empire Medicare,10714.09
7,New York-Presbyterian Hospital,MSDRG,948,SIGNS AND SYMPTOMS WITHOUT MCC,Other,Empire Medicare,7261.5435
7,New York-Presbyterian Hospital,MSDRG,949,AFTERCARE WITH CC/MCC,Other,Empire Medicare,10000.5015
7,New York-Presbyterian Hospital,MSDRG,950,AFTERCARE WITHOUT CC/MCC,Other,Empire Medicare,6863.597
7,New York-Presbyterian Hospital,MSDRG,951,OTHER FACTORS INFLUENCING HEALTH STATUS,Other,Empire Medicare,5331.206
7,New York-Presbyterian Hospital,MSDRG,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,Other,Empire Medicare,53947.7105
7,New York-Presbyterian Hospital,MSDRG,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",Other,Empire Medicare,33250.25
7,New York-Presbyterian Hospital,MSDRG,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,Other,Empire Medicare,63549.3365
7,New York-Presbyterian Hospital,MSDRG,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,Other,Empire Medicare,36268.3645
7,New York-Presbyterian Hospital,MSDRG,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,Other,Empire Medicare,23798.8085
7,New York-Presbyterian Hospital,MSDRG,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,Other,Empire Medicare,23746.2015
7,New York-Presbyterian Hospital,MSDRG,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,Other,Empire Medicare,13240.923
7,New York-Presbyterian Hospital,MSDRG,965,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,Other,Empire Medicare,8325.5625
7,New York-Presbyterian Hospital,MSDRG,969,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,Other,Empire Medicare,50236.3715
7,New York-Presbyterian Hospital,MSDRG,970,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,Other,Empire Medicare,25942.1195
7,New York-Presbyterian Hospital,MSDRG,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,Other,Empire Medicare,23411.8925
7,New York-Presbyterian Hospital,MSDRG,975,HIV WITH MAJOR RELATED CONDITION WITH CC,Other,Empire Medicare,11461.6185
7,New York-Presbyterian Hospital,MSDRG,976,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,Other,Empire Medicare,8640.356
7,New York-Presbyterian Hospital,MSDRG,977,HIV WITH OR WITHOUT OTHER RELATED CONDITION,Other,Empire Medicare,11819.6855
7,New York-Presbyterian Hospital,MSDRG,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,Other,Empire Medicare,39737.0325
7,New York-Presbyterian Hospital,MSDRG,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,Other,Empire Medicare,22106.051
7,New York-Presbyterian Hospital,MSDRG,983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,Other,Empire Medicare,14602.7655
7,New York-Presbyterian Hospital,MSDRG,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,Other,Empire Medicare,28379.0115
7,New York-Presbyterian Hospital,MSDRG,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,Other,Empire Medicare,15061.804
7,New York-Presbyterian Hospital,MSDRG,989,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,Other,Empire Medicare,10116.746
7,New York-Presbyterian Hospital,MSDRG,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,Other,Fidelis Medicare,257353.1560201296
7,New York-Presbyterian Hospital,MSDRG,2,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITHOUT MCC,Other,Fidelis Medicare,133463.7414281912
7,New York-Presbyterian Hospital,MSDRG,3,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES",Other,Fidelis Medicare,170208.2448100433
7,New York-Presbyterian Hospital,MSDRG,4,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOUT MAJOR O.R. PROCEDURES",Other,Fidelis Medicare,106384.7288764351
7,New York-Presbyterian Hospital,MSDRG,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,Other,Fidelis Medicare,91390.6897370833
7,New York-Presbyterian Hospital,MSDRG,6,LIVER TRANSPLANT WITHOUT MCC,Other,Fidelis Medicare,42178.2540765121
7,New York-Presbyterian Hospital,MSDRG,7,LUNG TRANSPLANT,Other,Fidelis Medicare,103341.4942659296
